rfc	0	0	0	0	0	0	0	0	2
特征词	0	0	0	0	10	0	0	0	5
grep	23	6	25	2	0	2	105	25	3
开发环境	11	7	11	1	3	27	12	2	5
timer	0	10	0	17	0	8	14	3	2
个人简历	0	0	1	0	0	0	1	0	0
问题解决	2	3	5	3	15	4	0	0	8
用户接口	1	0	2	0	2	4	1	0	2
程序开发	6	1	10	1	1	2	1	0	54
web开发	0	2	0	8	3	0	0	2	0
我的朋友	3	1	0	3	1	0	2	0	6
数学相关	0	0	0	0	1	0	0	0	0
windows程序	0	0	0	1	1	0	0	0	0
数论	4	0	0	0	1	0	0	0	0
初学者	1	28	3	7	2	3	3	2	6
逻辑层	0	0	0	2	0	0	2	0	0
人生经历	0	0	0	0	0	0	0	0	2
join	13	22	184	20	0	2	10	5	1
大数据	100	7	19	3	31	2	1	7	7
虚拟盘	0	0	0	0	0	0	6	0	0
licensing	0	0	0	0	0	1	0	0	0
学习java	0	1	0	2	3	2	0	0	0
打印	9	54	31	36	18	83	76	12	54
软件信息	0	0	0	0	0	0	1	0	0
red	2	7	1	11	11	5	4	15	14
消息驱动机制	0	0	0	0	0	0	1	0	0
library	0	9	24	6	5	5	12	6	1
vc++	0	0	6	0	0	0	0	0	0
爬虫	0	0	0	0	19	0	1	0	2
列变量	0	0	0	0	0	0	1	0	0
复合语句	0	1	0	0	0	1	0	0	0
firebug	0	1	0	3	1	0	0	0	0
框架设计	0	1	0	4	0	0	1	0	0
resources	6	3	17	0	2	11	1	3	2
basis	0	0	2	0	3	0	0	0	0
实时通讯	0	0	0	0	0	0	0	0	2
tool	7	7	9	29	0	8	0	0	1
exception	0	9	49	13	0	2	2	0	3
日子	13	1	0	5	6	0	2	1	40
[java]	0	6	9	109	0	2	1	0	0
architecture	7	0	11	0	19	0	10	0	0
data structure	0	0	2	0	1	0	0	0	0
网盘	18	0	0	0	2	0	0	0	2
汇编语言程序设计	0	0	0	0	0	0	0	0	1
流水账	0	0	1	0	0	1	0	0	0
程序发布	2	1	2	0	0	0	0	0	0
开源世界	0	0	1	0	0	0	1	0	3
应用编程	2	9	0	1	2	0	1	0	0
basic	3	9	15	1	6	2	5	0	6
51单片机	0	0	0	0	0	1	3	0	0
分拆	7	0	0	1	0	0	0	0	1
使用参数	1	1	12	0	0	2	4	5	0
jar	4	16	3	12	0	4	2	4	2
http协议	1	0	0	0	4	1	0	0	2
目录服务	3	0	1	0	0	0	0	0	0
兴趣爱好	0	0	0	0	6	0	0	0	3
属性值	2	3	16	14	0	3	0	8	7
微博	49	7	3	20	29	2	1	0	123
thoughtworks	0	0	0	0	0	0	0	0	2
软中断	0	34	0	0	0	0	18	0	0
技术性	3	0	0	0	7	0	0	0	4
ipod touch	0	0	0	0	0	0	0	0	1
光栅化	0	0	0	0	0	1	0	0	0
实时管理	1	0	0	0	0	0	0	0	0
后台处理	0	0	0	0	3	1	0	0	0
数据聚类	0	0	0	0	4	0	0	0	0
压缩	15	7	18	5	81	21	252	12	25
无线传感器网络	3	0	0	0	0	0	0	0	0
子进程	0	8	1	10	4	1	232	0	1
学习相关	0	0	0	0	1	0	1	0	0
芯片	46	7	0	9	26	58	51	0	45
miscellaneous	0	0	0	0	0	0	0	1	0
override	0	8	30	27	0	5	2	2	1
web2.0	0	0	0	0	4	0	0	0	1
设备接口	0	3	0	0	0	0	0	0	0
健康养生	1	0	0	0	0	0	0	0	0
io流	0	0	1	0	0	0	0	0	0
杨元庆	0	0	0	0	0	0	0	0	2
客户端	159	146	147	305	32	51	53	33	265
我的最爱	0	0	0	0	0	0	0	0	1
高安全性	1	0	0	0	0	0	0	0	0
最大流	0	5	0	0	10	0	0	0	0
机械手	0	0	0	0	0	1	0	0	0
心理学	2	2	0	3	50	0	0	0	7
技术方面	3	1	2	0	3	0	0	0	6
业务对象	0	0	2	2	0	0	0	2	0
架构	559	8	57	57	39	30	13	6	35
c＋＋	0	3	0	0	0	0	0	0	0
hacker	0	0	0	0	4	0	0	0	0
tcpip	0	0	0	2	0	1	0	0	0
情感故事	0	0	0	0	0	0	0	0	1
保留地址	0	0	0	0	0	0	0	0	7
双缓冲	0	0	5	0	0	1	0	0	0
business	2	0	30	0	1	0	0	0	0
数据库方面	0	0	1	0	3	0	0	0	0
经验风险	0	0	0	0	2	0	0	0	0
命根子	0	0	0	0	0	0	0	0	1
关于java	0	0	0	1	0	0	0	0	1
科技公司	13	0	0	0	10	8	0	0	9
工作心情	0	0	0	0	0	0	0	0	1
设计课程	0	0	0	0	0	0	0	0	1
硬件驱动	0	0	2	0	0	2	2	0	0
程序算法	0	0	0	0	0	0	0	0	1
基础平台	11	0	0	0	1	0	0	0	1
五子棋	0	1	0	0	0	6	0	5	0
属性	27	192	191	250	114	106	102	279	112
奇虎360	1	0	0	0	0	0	0	0	91
axis	0	2	0	0	0	49	0	0	0
特征提取	0	0	0	0	18	0	0	0	3
应用	1078	121	159	209	857	293	78	91	567
文本编辑器	1	2	1	3	0	2	4	0	0
compilation	0	1	5	0	9	0	1	4	0
telnet	1	0	12	0	0	0	4	0	7
powerdesigner	0	0	1	0	0	0	0	0	0
hello	0	30	23	5	0	47	67	27	10
面试技巧	0	0	0	0	1	0	0	0	0
查准率	0	0	0	0	7	0	0	0	0
移动商务	1	0	0	0	0	0	0	0	0
技术文章	0	0	0	0	0	1	0	0	2
navigator	0	0	0	2	0	0	0	0	1
专家知识	0	0	0	0	1	0	0	0	0
业务知识	0	0	0	1	0	0	0	0	0
网站制作	0	0	0	0	1	0	0	5	0
icons	0	2	0	0	0	0	0	1	0
jdk	4	3	5	1	0	4	7	0	8
博客	59	44	24	37	114	56	13	37	64
无线	31	5	0	11	40	28	3	0	27
术语	6	14	5	0	29	4	5	1	19
创业者	13	0	0	0	10	0	0	0	65
rac	0	0	431	0	0	0	0	0	0
数字神经系统	1	0	0	0	0	0	0	0	0
技术支持	19	0	1	2	1	2	1	0	8
jobs	0	1	5	6	0	0	3	0	1
jmx	0	0	0	3	0	0	0	0	0
多线程	4	54	11	34	10	24	23	1	9
服务器程序	0	1	0	1	0	0	1	0	5
区域名	0	0	0	0	0	1	0	0	2
jms	0	0	1	0	0	0	0	0	0
教育技术	0	0	0	0	2	0	0	0	0
数据还原	1	0	2	0	0	0	0	0	1
live555	0	0	0	0	0	1	0	0	0
安全相关	1	0	0	0	0	0	2	0	0
计算机基础	2	0	0	0	6	0	0	0	0
javadoc	0	1	1	0	0	0	0	0	0
面向对象	10	32	20	76	17	5	4	5	6
生活琐事	0	0	0	0	1	0	0	0	0
条形码	0	0	0	0	2	5	0	0	2
委托	1	23	1	108	0	4	0	2	3
影视	2	0	0	0	1	0	0	0	21
rpc	0	1	2	0	0	0	1	0	0
常识性	0	0	0	0	1	0	0	0	0
编程珠玑	0	0	0	8	4	0	0	0	0
javascript编程	0	0	0	0	0	0	0	1	0
策略模式	0	7	0	115	0	0	0	0	0
youtube	1	0	0	0	0	0	0	0	1
upnp	0	0	1	0	0	0	0	0	0
浮点型	3	5	0	2	0	1	0	0	0
linux内核	0	1	2	0	1	4	16	0	0
border	0	5	6	0	0	0	0	48	9
图像	5	7	5	20	78	91	45	46	238
rpg	0	0	0	0	0	0	0	0	2
软件水平考试	0	0	0	0	1	0	0	0	0
软考	0	0	0	1	0	0	1	0	0
ros	0	2	0	0	0	0	0	0	0
软件工具	2	0	0	0	2	0	1	0	1
游记	2	0	0	2	2	0	0	0	7
文档	106	29	69	41	474	34	60	62	115
案例分析	1	0	0	1	0	0	1	0	4
menu	0	13	6	14	0	109	6	2	4
linux c	0	0	0	0	0	0	3	0	0
job	4	0	34	43	1	2	6	0	4
概率推理	0	0	0	0	2	0	0	0	0
异构	19	0	2	1	5	0	2	0	2
health	0	0	0	0	0	4	0	0	0
前端	44	3	9	17	14	11	8	6	5
hiberante	0	1	0	0	0	0	0	0	0
调度问题	1	0	0	0	0	0	0	0	0
安全审计	1	0	0	0	0	0	0	0	0
jni	0	0	0	0	0	11	1	0	0
原创	8	4	2	2	5	7	2	4	47
学英语	2	0	0	0	1	0	0	0	20
定性推理	0	0	0	0	1	0	0	0	0
branch	0	0	11	0	0	16	9	0	0
数据库的设计	0	0	5	0	0	0	0	0	0
myeclipse	0	0	1	0	0	0	1	3	1
javascript代码	0	1	0	0	0	0	0	1	0
学习资料	1	0	0	0	2	0	0	0	0
移动平台	10	0	0	0	0	1	0	2	7
iaas	1	0	0	0	0	0	0	0	0
图形算法	0	0	0	0	4	1	0	0	0
层次模型	1	0	1	0	0	0	0	0	0
批处理文件	0	2	0	0	3	1	1	0	0
简单操作	0	0	1	0	0	0	0	0	0
语法树	0	0	0	1	0	0	0	0	0
搜索深度	0	0	0	0	0	0	0	0	3
管理相关	1	0	0	0	0	0	0	0	0
andriod	1	0	0	0	0	2	0	0	0
jpa	0	0	3	0	0	0	0	1	0
thought	0	2	1	0	0	0	0	0	1
sliverlight	0	0	0	0	0	0	0	0	2
express	0	6	7	0	0	2	0	0	2
连接条件	0	0	13	0	0	0	0	0	0
折半查找	0	2	0	0	0	0	0	0	0
软件使用	2	0	1	0	1	0	1	0	3
产品信息	1	0	0	0	0	0	0	0	1
足迹	1	0	0	0	0	0	0	0	0
网络应用	18	7	2	1	6	2	1	0	9
browser	1	4	0	1	2	3	1	1	3
职场	3	0	0	0	8	0	0	0	54
智能接口	0	0	0	0	4	0	0	0	0
尺度不变性	0	0	0	0	0	0	0	0	2
远程教学	1	0	0	0	0	0	0	0	0
物理页	0	0	0	0	0	0	21	0	0
construction	0	0	1	12	13	0	0	0	0
峰值点	0	0	0	0	2	0	0	0	0
行业软件	1	0	0	0	0	0	0	0	0
颜色索引	0	0	0	0	0	1	0	0	0
literals	0	0	3	0	0	0	0	0	0
平面设计	0	0	0	0	0	1	0	0	2
字符设备	0	2	0	0	0	3	50	0	0
维护	125	34	57	118	60	8	41	14	44
查找	17	88	69	18	140	32	164	34	37
js 	0	2	0	0	0	0	0	2	0
资源组织	1	0	0	0	0	0	0	0	0
开发者大会	3	0	0	3	0	1	0	0	3
序结构	0	0	1	0	2	0	0	0	0
演示版	0	0	0	0	0	0	0	1	0
散列算法	0	0	0	0	0	0	0	0	1
博弈论	4	0	0	0	8	0	0	0	0
中央处理器	2	0	0	0	0	5	1	0	1
xml解析	0	0	0	1	0	0	0	0	1
linux os	0	0	0	0	0	0	1	0	0
函数式语言	3	0	0	0	0	0	0	0	1
原子操作	1	2	0	0	0	5	3	0	0
rmi	2	0	0	2	0	0	0	0	0
领域知识	0	1	0	0	9	0	0	0	3
重组	6	2	0	6	6	2	1	0	4
拉手网	0	0	0	0	0	0	0	0	13
蓝牙	1	0	0	0	0	86	0	0	7
disk	41	0	80	8	0	10	12	5	0
职业发展	5	4	0	0	0	0	0	0	128
网络黑客	1	0	0	0	0	0	0	0	0
状态条	0	0	0	0	3	0	0	0	0
dos命令	0	2	0	0	0	0	0	0	0
成长经历	1	0	0	0	0	0	0	0	0
连接数据库	0	5	49	1	0	0	0	0	1
tinyos	8	0	0	0	0	0	0	0	0
编程思考	0	1	0	0	0	0	0	0	0
python	5	25	2	8	62	0	9	9	12
mule	0	0	0	0	0	0	0	0	30
数据仓库技术	1	0	0	0	0	0	0	0	0
信息安全性	2	0	0	0	0	0	0	0	0
模型数据库	0	0	1	0	0	0	0	0	0
.net 	0	3	1	0	0	0	0	0	2
数据库设计	0	0	34	1	0	0	0	1	2
具体哪	0	0	1	0	0	0	1	0	0
视频检索	0	0	0	0	6	0	0	0	0
起始地址	0	10	0	4	0	2	23	0	0
问题求解方法	0	0	0	0	1	0	0	0	0
delphi	0	1	0	0	0	0	0	0	0
物理系统	1	0	0	0	2	0	0	0	0
c，c++	0	0	0	0	1	0	0	0	0
philosophy	1	0	0	0	0	0	0	0	1
tutorial	1	0	5	2	11	0	2	0	3
here	5	19	154	3	7	19	12	6	8
索引	46	78	1330	2	396	194	73	7	140
吃喝玩乐	0	0	0	0	0	0	0	0	1
数据结构	12	49	20	25	59	5	33	2	19
技术话题	1	0	0	0	1	0	0	0	0
讨论	70	34	24	37	155	19	27	3	120
mysql5	0	0	3	0	0	0	0	0	0
embedded	0	0	6	0	10	0	0	1	0
c++编程	0	1	0	0	0	0	0	0	0
corba	2	0	0	0	0	0	0	0	0
系统安全	7	0	2	1	0	0	9	0	2
虚拟组织	3	0	0	0	0	0	0	0	0
托管代码	0	0	0	2	0	0	0	0	0
数学问题	0	5	0	0	2	0	1	0	3
金山	13	0	1	0	8	0	0	0	35
源数据	1	0	5	0	16	0	0	1	0
度量标准	0	0	0	0	2	0	0	0	0
visual studio 2010	0	0	0	0	0	0	2	0	0
程序对象	0	0	0	0	0	0	0	0	1
测试参数	0	0	0	0	0	0	1	0	0
引擎	33	16	58	10	13	32	2	5	29
用例图	1	0	2	1	0	0	0	0	0
中文分词	0	0	0	0	259	0	0	0	2
文件格式	6	3	1	12	2	4	6	1	1
数据元素	1	3	0	0	1	0	0	0	0
成长历程	1	0	0	0	1	0	0	0	1
规范	37	24	62	39	71	33	10	7	59
代码整理	0	1	0	0	0	0	0	0	0
教育教学	2	0	0	0	0	0	0	0	0
功能测试	0	0	0	0	0	1	0	0	2
进程同步	0	0	0	0	0	2	0	0	0
学习积累	0	0	1	0	0	0	0	0	0
外部设备	0	0	0	0	0	0	4	0	0
遗留系统	3	0	0	0	0	0	0	0	0
security	1	0	3	2	10	0	10	0	0
字节顺序	0	13	1	0	0	0	9	0	2
嵌入式技术	6	0	0	0	3	0	0	0	0
基本算法	0	0	0	0	2	0	0	0	0
我的论文	0	0	0	0	1	0	0	0	0
grid	4	1	235	0	1	238	0	1	0
网络会议	0	0	0	0	10	0	0	0	0
develop	0	0	1	0	1	6	0	0	1
前处理器	0	0	0	2	0	0	0	0	0
linux程序设计	0	0	0	0	0	0	1	0	0
换行	1	9	3	1	4	10	18	16	8
troubleshooting	0	2	1	0	0	0	0	0	0
网络推广	0	0	0	0	1	0	0	0	4
服务发现	0	0	0	0	0	4	0	0	0
启发信息	0	0	0	0	2	0	0	0	0
特征结合	0	0	0	0	0	0	0	0	1
看电影	0	0	1	17	1	0	0	0	23
adapter	0	0	7	4	0	13	1	0	0
windows mobile	0	0	0	0	1	1	0	0	0
java编程	1	1	0	0	1	0	0	0	0
amazon	0	0	0	0	1	0	0	0	2
软件开发工具包	1	0	0	0	0	0	0	0	0
ria	0	0	0	0	0	0	0	0	1
跳槽	1	1	2	1	1	1	1	0	171
信息处理系统	0	0	0	0	2	0	0	0	0
黑客行为	0	0	0	0	0	0	0	1	1
工作心得	0	0	0	0	0	0	1	0	1
sql server 	0	0	2	0	0	0	0	0	0
体验	51	2	4	14	33	13	2	5	97
个性化推荐	0	0	0	0	11	0	0	0	6
软件保护	1	0	0	0	0	0	0	0	0
按钮	13	32	36	16	13	82	6	112	33
阅读笔记	0	1	0	0	0	0	0	0	0
文本数据	0	1	7	0	5	1	0	3	0
工程项目	0	0	1	0	0	0	0	0	0
异构性	4	0	0	0	0	0	3	0	0
concurrent	24	0	4	1	1	1	0	0	0
趋势	125	0	0	3	39	2	1	1	64
维护阶段	1	0	0	0	0	0	0	0	0
个人日记	0	0	4	0	0	0	0	0	0
网络浏览器	3	0	0	0	0	0	0	0	21
商品编号	0	0	1	1	0	0	0	0	0
samba	0	1	0	0	0	0	15	2	0
winsock	0	2	0	0	0	0	1	0	2
地理信息系统	3	0	0	0	0	0	0	0	1
疑问	16	3	4	3	23	5	9	1	24
rtmp	0	0	0	0	0	2	0	0	1
电子表格	3	0	1	0	0	1	0	0	1
web框架	1	0	0	0	0	0	0	0	0
android应用开发	0	0	0	0	0	0	0	0	2
虚拟世界	0	0	0	0	4	0	0	0	0
regular expressions	0	1	0	0	0	0	0	1	0
收入	54	0	7	1	10	4	2	0	189
站地址	0	0	0	0	1	0	0	0	1
人机交互	3	0	0	3	18	0	0	0	1
iso	2	0	0	1	0	0	15	1	5
报表格式	0	0	0	1	0	0	0	0	0
系统分析师	0	0	0	1	0	0	0	0	2
子对象	0	1	0	8	0	0	0	12	0
技术框架	3	0	0	0	0	1	0	0	0
函数	137	869	696	255	389	853	1095	95	138
业务方法	0	0	0	4	0	0	0	0	0
网络病毒	1	0	0	0	0	0	0	0	0
程序行为	0	0	0	0	9	0	0	0	0
学习c++	0	2	0	0	0	0	0	0	0
网络延时	1	0	0	1	0	0	0	0	0
内存映射	0	0	0	0	0	7	33	0	6
system	28	35	103	17	61	31	95	2	17
活动状态	1	0	2	0	0	0	1	0	0
营收	12	0	0	3	1	3	0	0	15
状态切换	0	0	0	2	0	0	0	0	0
移植	17	19	14	4	4	47	40	2	17
java 	1	15	27	9	1	2	6	21	7
实用	36	8	27	10	61	3	15	5	41
小型机	7	0	0	0	0	0	0	0	0
理论知识	0	2	1	1	1	1	2	0	2
虚拟用户	0	0	0	0	0	0	2	0	0
人力资源	8	0	0	2	9	0	0	0	65
练习	5	15	9	2	11	2	6	0	28
流程分析	0	0	0	2	0	0	0	0	0
常用工具	0	0	1	0	0	0	0	0	0
气质	2	0	0	0	2	0	0	0	14
信息流量	1	0	0	0	0	0	0	0	0
技术细节	2	3	0	1	12	0	0	0	3
输入事件	0	0	2	0	0	0	2	0	0
数据行	2	3	32	0	1	0	0	5	0
sort	0	58	12	15	9	6	76	10	30
编程接口	12	2	1	0	2	0	10	1	1
产品创意	0	0	0	0	0	0	0	0	1
编程人生	0	0	0	2	0	0	0	0	0
规则引擎	0	1	0	0	0	0	0	0	0
消息	60	71	57	153	34	88	120	12	241
安全策略	12	0	0	0	2	0	0	0	0
求助	2	6	2	3	5	1	1	0	1
布林	0	0	0	0	4	0	0	0	1
邮件系统	1	0	0	0	0	0	4	0	1
服务器管理	4	0	4	1	0	0	1	0	1
网络监测	0	0	0	0	0	0	0	0	1
java7	0	10	0	0	0	0	0	0	0
多语言	0	0	0	1	11	3	2	1	1
程序单元	0	1	1	0	0	0	0	0	0
yahoo	4	0	0	1	1	0	1	0	4
java web	0	4	0	0	0	0	0	0	1
数据库连接	4	16	54	15	0	2	5	5	7
无聊	2	3	0	2	7	1	0	1	18
scripting	0	0	0	0	0	1	0	0	0
远程对象	0	0	2	0	0	0	0	0	0
信息采集	4	0	0	0	4	2	0	0	1
功能函数	0	6	0	0	0	5	1	0	0
数据库市场	0	0	1	0	0	0	0	0	0
qemu	25	0	0	0	0	3	0	0	0
黑盒子	0	2	0	1	0	0	0	0	0
技术资源	2	0	1	0	0	0	0	0	1
design patterns	0	0	1	0	0	0	0	0	0
新闻类	0	0	0	0	3	0	0	0	1
服务器维护	0	1	0	0	0	0	0	0	1
data access	0	0	3	0	0	0	0	0	0
javascript类	0	0	0	0	0	0	0	1	0
中央控制	2	0	0	1	0	0	0	0	0
common sense	0	0	0	0	1	0	0	0	0
历史	46	6	9	24	200	0	10	3	152
accessor	0	0	1	0	0	0	0	0	0
流程控制	0	2	4	0	0	0	0	0	3
道听途说	0	0	0	0	1	0	0	0	1
进制转换	0	0	0	0	0	0	0	2	1
world	5	15	17	3	7	12	8	2	7
自定义控件	0	0	0	4	0	1	0	1	0
框架	59	42	40	121	102	43	16	53	26
入门	26	41	21	5	98	6	9	7	18
短信平台	2	0	0	4	0	0	0	0	0
专业知识	2	0	0	0	10	0	0	0	10
目标对象	0	0	1	20	0	0	0	0	0
修改操作	5	0	1	1	0	0	1	0	0
信息更新	0	0	0	0	0	0	3	0	0
类变量	0	2	2	0	0	0	1	0	1
监督学习	0	0	0	0	50	0	0	0	4
rabbitmq	3	0	0	0	0	0	0	0	0
驱动程序	4	2	22	13	0	13	74	0	3
形式化方法	0	0	0	0	4	0	0	0	0
linux 内核	0	0	0	0	0	0	3	0	0
rsa	25	0	6	0	0	0	2	1	2
虚拟设备	4	0	1	0	0	0	3	0	1
摘要	14	0	5	4	65	1	4	3	10
标绘图	0	7	0	0	0	0	0	0	0
空间模型	0	0	0	0	28	0	0	0	0
test1	0	6	34	4	2	1	7	11	0
friends	0	0	0	0	2	0	0	0	0
自适应控制系统	0	0	0	0	1	0	0	0	0
压缩阶段	1	0	0	0	0	0	0	0	0
控制台	3	6	15	6	3	0	12	1	8
国内	194	3	9	13	333	20	4	4	242
个人学习	1	0	0	1	2	0	0	0	2
rss	1	0	54	0	0	0	1	0	1
学习经历	0	0	0	0	2	0	0	0	2
物理引擎	0	0	0	0	0	1	0	0	0
有用数据	0	0	0	0	0	0	0	0	1
开源代码	3	0	0	0	1	0	0	0	2
网络信息安全	0	0	0	0	1	0	0	0	0
64bit	1	0	24	0	0	1	7	0	10
对象	102	646	525	2667	132	471	69	293	186
服务端	8	71	10	2	0	10	2	17	23
企业开发	3	1	1	0	0	0	0	0	2
ios	1	1	0	5	4	16	0	0	1
虚拟化	495	0	2	0	3	0	2	0	4
胡说八道	1	0	0	0	0	0	0	0	2
rtp	0	0	0	0	0	4	0	0	2
指针	29	230	67	55	121	116	234	4	29
记事本	0	6	3	1	5	5	1	0	7
盈利	33	1	0	0	2	0	0	0	79
投资	132	3	0	1	42	5	0	0	206
常用信息	0	0	0	0	0	0	1	0	0
dbms	0	2	126	0	0	0	0	0	0
开发商	19	2	0	1	0	1	0	2	8
destructor	0	0	0	6	0	0	1	0	0
版本	191	80	211	57	60	127	289	77	147
test2	0	1	21	1	0	1	7	1	0
数据库 	6	2	146	2	19	1	7	3	6
prim	0	3	0	0	0	0	0	0	0
领域模型	0	0	0	0	5	0	0	0	0
学习总结	0	2	0	1	1	0	0	0	0
系统构架	0	0	0	1	0	0	0	0	0
ipc	0	0	4	0	0	0	6	0	1
动态输入	0	0	1	0	0	0	0	0	1
三维重建	0	0	0	0	1	0	0	0	0
case	5	75	136	28	16	146	45	10	3
软件应用	18	0	0	2	0	0	2	0	1
前端设计	0	0	3	0	0	0	0	0	0
中断系统	0	3	0	0	0	0	0	0	0
android源码	0	0	0	1	0	2	0	0	0
文学作品	0	0	0	0	1	0	0	0	1
算法类	0	0	0	2	5	0	0	0	0
深入理解计算机系统	0	3	0	5	1	0	0	0	0
数字信息	0	0	0	0	3	0	2	0	1
couchdb	0	0	0	0	1	0	0	0	0
linux工具	1	0	0	0	0	0	0	0	0
批处理	7	1	16	2	1	3	6	0	0
完全备份	0	0	2	0	0	0	0	0	0
数据单位	0	0	0	0	0	0	1	0	0
计算机动画	0	0	0	0	1	0	0	0	0
breadcrumbs	0	4	0	0	0	0	0	0	0
在领	2	0	0	0	1	1	0	0	3
超级链接	0	0	0	0	0	0	0	1	1
performance	11	3	24	3	57	0	1	0	2
isa	1	1	1	0	0	0	0	0	1
冷备份	0	0	3	0	0	0	0	0	0
域名	41	10	3	9	5	4	7	19	117
算法实现	0	4	0	0	1	0	0	0	2
表格	2	7	27	2	12	2	4	55	44
周易	0	0	0	0	0	0	0	0	1
计算几何	0	0	0	0	4	0	0	0	0
其他问题	1	0	0	0	1	0	0	0	1
管理网络	1	0	0	0	0	0	0	0	1
纹理空间	0	1	0	0	0	0	0	0	0
山寨	4	0	0	3	0	7	0	0	10
linux操作	0	1	0	0	0	0	0	0	0
junit	0	0	0	0	0	2	0	0	0
环境搭建	1	0	2	0	0	1	0	0	4
行业分析	0	0	0	0	2	0	0	0	4
确定性算法	0	0	0	0	1	0	0	0	0
智能监控	1	0	0	0	0	0	0	0	1
程序员人生	2	0	0	0	0	0	0	0	0
聚类中心	0	0	0	0	25	0	0	0	0
搜狐	7	0	0	0	2	1	1	0	13
层次关系	1	0	1	4	0	0	1	0	0
搜狗	5	0	0	7	5	0	0	0	30
linux网络编程	0	1	0	0	0	0	1	0	0
查询数据库	0	9	13	0	0	0	2	0	0
查询优化	1	1	39	0	1	0	0	0	3
obj-c	0	0	0	0	0	0	1	0	0
计算模式	17	0	0	0	0	0	0	0	5
面试经历	0	0	0	0	2	0	0	0	3
中小企业	37	0	1	0	1	0	0	0	31
模特	0	0	0	0	0	0	0	0	14
质量控制	4	0	0	0	0	1	0	0	2
结构变量	0	0	0	0	0	0	1	0	0
pearson相关系数	0	0	0	0	3	0	0	0	0
主计算	10	0	0	0	18	0	0	0	0
线段树	0	7	0	0	0	0	0	0	0
sae	1	0	0	0	2	0	0	0	1
javabeans	0	0	0	1	0	0	0	0	0
项目开发	2	1	1	0	1	0	4	0	3
呼叫中心	6	0	0	0	0	0	0	0	4
聊天	2	16	3	15	35	2	3	2	36
继承	5	95	22	354	37	71	18	18	43
annotation	0	2	4	1	0	0	0	7	1
rsync	1	0	1	2	0	0	17	7	2
stock	1	0	6	0	4	0	0	0	1
subversion	0	0	0	0	0	0	12	0	0
数据描述	0	0	1	0	0	0	0	0	0
中流量	1	0	0	0	0	0	0	0	0
消息处理	0	4	0	9	2	2	0	0	0
drive	1	0	2	0	0	0	7	1	1
显示页	0	5	1	1	0	1	1	0	3
汉化	0	0	1	0	6	3	0	0	8
credentials	1	1	0	0	0	0	0	0	0
sqlserver	0	0	25	0	0	0	0	0	0
浏览器	49	40	14	13	25	33	23	138	202
混合模型	1	0	0	0	1	0	0	0	0
简单类型	0	4	0	1	0	0	0	0	0
外围设备	0	0	0	0	1	2	1	0	4
基本资料	0	0	0	0	1	0	0	0	0
视频教程	0	0	0	0	2	0	0	0	8
